ticker,quarter,date,positive,negative,neutral,sentiment_score,sector,q,risk_count,positive_count,risk_ratio
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
TSLA,2020-Q2,"Jul 22, 2020, 6:00 p.m. ET",0.085098035633564,0.018818067386746407,0.8960838913917542,0.06627996824681759,Auto,2020-Q2,14,32,0.2978723404255319
GOOGL,2020-Q1,"April 28, 2020, 4:30 p.m. ET",0.08496109396219254,0.014933321624994278,0.9001055955886841,0.07002777233719826,Tech,2020-Q1,38,80,0.31932773109243695
GOOGL,2020-Q1,"April 28, 2020, 4:30 p.m. ET",0.08496109396219254,0.014933321624994278,0.9001055955886841,0.07002777233719826,Tech,2020-Q1,38,80,0.31932773109243695
GOOGL,2020-Q1,"April 28, 2020, 4:30 p.m. ET",0.08496109396219254,0.014933321624994278,0.9001055955886841,0.07002777233719826,Tech,2020-Q1,38,80,0.31932773109243695
GOOGL,2020-Q1,"April 28, 2020, 4:30 p.m. ET",0.08496109396219254,0.014933321624994278,0.9001055955886841,0.07002777233719826,Tech,2020-Q1,38,80,0.31932773109243695
GOOGL,2020-Q1,"April 28, 2020, 4:30 p.m. ET",0.08496109396219254,0.014933321624994278,0.9001055955886841,0.07002777233719826,Tech,2020-Q1,38,80,0.31932773109243695
GOOGL,2020-Q1,"April 28, 2020, 4:30 p.m. ET",0.08496109396219254,0.014933321624994278,0.9001055955886841,0.07002777233719826,Tech,2020-Q1,38,80,0.31932773109243695
GOOGL,2020-Q1,"April 28, 2020, 4:30 p.m. ET",0.08496109396219254,0.014933321624994278,0.9001055955886841,0.07002777233719826,Tech,2020-Q1,38,80,0.31932773109243695
GOOGL,2020-Q1,"April 28, 2020, 4:30 p.m. ET",0.08496109396219254,0.014933321624994278,0.9001055955886841,0.07002777233719826,Tech,2020-Q1,38,80,0.31932773109243695
GOOGL,2020-Q1,"April 28, 2020, 4:30 p.m. ET",0.08496109396219254,0.014933321624994278,0.9001055955886841,0.07002777233719826,Tech,2020-Q1,38,80,0.31932773109243695
GOOGL,2020-Q1,"April 28, 2020, 4:30 p.m. ET",0.08496109396219254,0.014933321624994278,0.9001055955886841,0.07002777233719826,Tech,2020-Q1,38,80,0.31932773109243695
GOOGL,2020-Q1,"April 28, 2020, 4:30 p.m. ET",0.08496109396219254,0.014933321624994278,0.9001055955886841,0.07002777233719826,Tech,2020-Q1,38,80,0.31932773109243695
GOOGL,2020-Q1,"April 28, 2020, 4:30 p.m. ET",0.08496109396219254,0.014933321624994278,0.9001055955886841,0.07002777233719826,Tech,2020-Q1,38,80,0.31932773109243695
GOOGL,2020-Q1,"April 28, 2020, 4:30 p.m. ET",0.08496109396219254,0.014933321624994278,0.9001055955886841,0.07002777233719826,Tech,2020-Q1,38,80,0.31932773109243695
GOOGL,2020-Q1,"April 28, 2020, 4:30 p.m. ET",0.08496109396219254,0.014933321624994278,0.9001055955886841,0.07002777233719826,Tech,2020-Q1,38,80,0.31932773109243695
GOOGL,2020-Q1,"April 28, 2020, 4:30 p.m. ET",0.08496109396219254,0.014933321624994278,0.9001055955886841,0.07002777233719826,Tech,2020-Q1,38,80,0.31932773109243695
GOOGL,2018-Q4,"['Alphabet Inc Class C (GOOGL 0.73%) (GOOG 0.82%) Q4 2018 ', ' February 4, 2019, 4:30 p.m. ET']",0.022734766826033592,0.04183025285601616,0.9354349970817566,-0.019095486029982567,Tech,2018-Q4,18,108,0.14173228346456693
GOOGL,2018-Q4,"['Alphabet Inc Class C (GOOGL 0.73%) (GOOG 0.82%) Q4 2018 ', ' February 4, 2019, 4:30 p.m. ET']",0.022734766826033592,0.04183025285601616,0.9354349970817566,-0.019095486029982567,Tech,2018-Q4,18,108,0.14173228346456693
GOOGL,2020-Q4,"Feb 2, 2021, 5:00 p.m. ET",0.16166003048419952,0.011462821625173092,0.8268771767616272,0.15019720885902643,Tech,2020-Q4,19,75,0.2
GOOGL,2020-Q4,"Feb 2, 2021, 5:00 p.m. ET",0.16166003048419952,0.011462821625173092,0.8268771767616272,0.15019720885902643,Tech,2020-Q4,19,75,0.2
